Type,N,Algorithm,Time_ms,CharCmp
Random,1700,StringMergeSort,2.30071,38454
Random,1700,MSDRadixSort,2.20787,0
Random,1700,MSDRadix+Quick,0.626708,9859
Random,1800,StdQuickSort,2.25134,83082
Random,1800,StdMergeSort,1.65458,24045
Random,1800,3WayQuickSort,0.958117,32658
Random,1800,StringMergeSort,2.48219,41202
Random,1800,MSDRadixSort,2.36809,0
Random,1800,MSDRadix+Quick,0.676284,10895
Random,1900,StdQuickSort,2.33636,85880
Random,1900,StdMergeSort,1.78569,25604
Random,1900,3WayQuickSort,0.9391,31281
Random,1900,StringMergeSort,2.72179,43831
Random,1900,MSDRadixSort,2.46875,0
Random,1900,MSDRadix+Quick,0.720717,11633
Random,2000,StdQuickSort,2.59676,92666
Random,2000,StdMergeSort,1.84581,27291
Random,2000,3WayQuickSort,1.00993,33417
Random,2000,StringMergeSort,2.8314,46572
Random,2000,MSDRadixSort,2.5965,0
Random,2000,MSDRadix+Quick,0.786533,12452
Random,2100,StdQuickSort,2.63576,98775
Random,2100,StdMergeSort,1.94354,29030
Random,2100,3WayQuickSort,1.07328,35613
Random,2100,StringMergeSort,2.90198,49445
Random,2100,MSDRadixSort,2.81501,0
Random,2100,MSDRadix+Quick,0.777158,13321
Random,2200,StdQuickSort,2.77002,103711
Random,2200,StdMergeSort,2.07539,30804
Random,2200,3WayQuickSort,1.15793,39031
Random,2200,StringMergeSort,3.06469,52365
Random,2200,MSDRadixSort,2.95777,0
Random,2200,MSDRadix+Quick,0.819325,14325
Random,2300,StdQuickSort,2.85058,106575
Random,2300,StdMergeSort,2.12586,32489
Random,2300,3WayQuickSort,1.18045,39958
Random,2300,StringMergeSort,3.22138,55095
Random,2300,MSDRadixSort,3.15188,0
Random,2300,MSDRadix+Quick,0.8658,15281
Random,2400,StdQuickSort,3.0086,112058
Random,2400,StdMergeSort,2.24887,34227
Random,2400,3WayQuickSort,1.31159,44440
Random,2400,StringMergeSort,3.34577,58030
Random,2400,MSDRadixSort,3.39482,0
Random,2400,MSDRadix+Quick,0.932533,16321
Random,2500,StdQuickSort,3.16397,117011
Random,2500,StdMergeSort,2.34108,35968
Random,2500,3WayQuickSort,1.37238,45406
Random,2500,StringMergeSort,3.57071,60861
Random,2500,MSDRadixSort,3.42388,0
Random,2500,MSDRadix+Quick,0.923633,17345
Random,2600,StdQuickSort,3.29367,122404
Random,2600,StdMergeSort,2.5258,37851
Random,2600,3WayQuickSort,1.38987,47010
Random,2600,StringMergeSort,3.76778,63854
Random,2600,MSDRadixSort,3.73786,0
Random,2600,MSDRadix+Quick,1.05801,18057
Random,2700,StdQuickSort,3.51613,129839
Random,2700,StdMergeSort,2.58448,39631
Random,2700,3WayQuickSort,1.41875,46458
Random,2700,StringMergeSort,3.9306,66715
Random,2700,MSDRadixSort,3.86232,0
Random,2700,MSDRadix+Quick,1.11103,19096
Random,2800,StdQuickSort,3.44284,129969
Random,2800,StdMergeSort,2.66281,41331
Random,2800,3WayQuickSort,1.49494,53453
Random,2800,StringMergeSort,3.98437,69543
Random,2800,MSDRadixSort,3.87741,0
Random,2800,MSDRadix+Quick,1.08448,19880
Random,2900,StdQuickSort,3.65209,136460
Random,2900,StdMergeSort,2.7844,43157
Random,2900,3WayQuickSort,1.56567,52526
Random,2900,StringMergeSort,4.34904,72419
Random,2900,MSDRadixSort,4.30279,0
Random,2900,MSDRadix+Quick,1.14291,21105
Random,3000,StdQuickSort,3.88572,141450
Random,3000,StdMergeSort,2.93864,45140
Random,3000,3WayQuickSort,1.66122,58383
Random,3000,StringMergeSort,4.47163,75473
Random,3000,MSDRadixSort,4.35203,0
Random,3000,MSDRadix+Quick,1.23983,21697
Reversed,100,StdQuickSort,0.0259498,853
Reversed,100,StdMergeSort,0.0433832,686
Reversed,100,3WayQuickSort,0.0474834,1381
Reversed,100,StringMergeSort,0.0690334,1026
Reversed,100,MSDRadixSort,0.145441,0
Reversed,100,MSDRadix+Quick,0.0751252,1497
Reversed,200,StdQuickSort,0.0485586,1683
Reversed,200,StdMergeSort,0.1146,1908
Reversed,200,3WayQuickSort,0.101408,3054
Reversed,200,StringMergeSort,0.14695,2282
Reversed,200,MSDRadixSort,0.311692,0
Reversed,200,MSDRadix+Quick,0.145883,3154
Reversed,300,StdQuickSort,0.0652748,2008
Reversed,300,StdMergeSort,0.155484,2346
Reversed,300,3WayQuickSort,0.182,5445
Reversed,300,StringMergeSort,0.237383,3654
Reversed,300,MSDRadixSort,0.477008,0
Reversed,300,MSDRadix+Quick,0.247042,5170
Reversed,400,StdQuickSort,0.0811582,2306
Reversed,400,StdMergeSort,0.210075,3215
Reversed,400,3WayQuickSort,0.255292,7579
Reversed,400,StringMergeSort,0.321742,4979
Reversed,400,MSDRadixSort,0.5752,0
Reversed,400,MSDRadix+Quick,0.29015,6645
Reversed,500,StdQuickSort,0.0989084,2850
Reversed,500,StdMergeSort,0.290117,4284
Reversed,500,3WayQuickSort,0.31945,9706
Reversed,500,StringMergeSort,0.410333,6101
Reversed,500,MSDRadixSort,0.705825,0
Reversed,500,MSDRadix+Quick,0.378808,8035
Reversed,600,StdQuickSort,0.118217,3418
Reversed,600,StdMergeSort,0.335841,5631
Reversed,600,3WayQuickSort,0.425792,12687
Reversed,600,StringMergeSort,0.543433,7885
Reversed,600,MSDRadixSort,0.880917,0
Reversed,600,MSDRadix+Quick,0.461283,9725
Reversed,700,StdQuickSort,0.139483,3803
Reversed,700,StdMergeSort,0.44725,7085
Reversed,700,3WayQuickSort,0.561308,15986
Reversed,700,StringMergeSort,0.622175,9496
Reversed,700,MSDRadixSort,1.02127,0
Reversed,700,MSDRadix+Quick,0.545233,11577
Reversed,800,StdQuickSort,0.140842,3659
Reversed,800,StdMergeSort,0.501192,8477
Reversed,800,3WayQuickSort,0.624284,19135
Reversed,800,StringMergeSort,0.716983,10805
Reversed,800,MSDRadixSort,1.19002,0
Reversed,800,MSDRadix+Quick,0.605,13562
Reversed,900,StdQuickSort,0.168667,4689
Reversed,900,StdMergeSort,0.584267,10046
Reversed,900,3WayQuickSort,0.729534,22202
Reversed,900,StringMergeSort,0.8323,12122
Reversed,900,MSDRadixSort,1.35564,0
Reversed,900,MSDRadix+Quick,0.718075,15144
Reversed,1000,StdQuickSort,0.258742,6968
Reversed,1000,StdMergeSort,0.691258,11954
Reversed,1000,3WayQuickSort,0.864858,25827
Reversed,1000,StringMergeSort,0.912383,13344
Reversed,1000,MSDRadixSort,1.51799,0
Reversed,1000,MSDRadix+Quick,0.759767,16906
Reversed,1100,StdQuickSort,0.264833,6931
Reversed,1100,StdMergeSort,0.69895,11030
Reversed,1100,3WayQuickSort,1.04439,30141
Reversed,1100,StringMergeSort,1.02584,15143
Reversed,1100,MSDRadixSort,1.6344,0
Reversed,1100,MSDRadix+Quick,0.84845,18612
Reversed,1200,StdQuickSort,0.268833,7563
Reversed,1200,StdMergeSort,0.737541,10530
Reversed,1200,3WayQuickSort,1.10148,33521
Reversed,1200,StringMergeSort,1.16275,16962
Reversed,1200,MSDRadixSort,1.76513,0
Reversed,1200,MSDRadix+Quick,0.909133,20197
Reversed,1300,StdQuickSort,0.312175,8492
Reversed,1300,StdMergeSort,0.79065,11533
Reversed,1300,3WayQuickSort,1.22908,37792
Reversed,1300,StringMergeSort,1.24242,18605
Reversed,1300,MSDRadixSort,1.91668,0
Reversed,1300,MSDRadix+Quick,0.983908,21921
Reversed,1400,StdQuickSort,0.320575,9024
Reversed,1400,StdMergeSort,0.832083,12667
Reversed,1400,3WayQuickSort,1.45208,42991
Reversed,1400,StringMergeSort,1.40582,20375
Reversed,1400,MSDRadixSort,2.13944,0
Reversed,1400,MSDRadix+Quick,1.08068,23346
Reversed,1500,StdQuickSort,0.36485,9359
Reversed,1500,StdMergeSort,0.899634,13528
Reversed,1500,3WayQuickSort,1.65479,48758
Reversed,1500,StringMergeSort,1.52807,21816
Reversed,1500,MSDRadixSort,2.19895,0
Reversed,1500,MSDRadix+Quick,1.16161,25168
Reversed,1600,StdQuickSort,0.364166,9567
Reversed,1600,StdMergeSort,0.982667,14591
Reversed,1600,3WayQuickSort,1.82164,54303
Reversed,1600,StringMergeSort,1.58517,23236
Reversed,1600,MSDRadixSort,2.36595,0
Reversed,1600,MSDRadix+Quick,1.21778,26638
Reversed,1700,StdQuickSort,0.384583,10400
Reversed,1700,StdMergeSort,1.04638,15866
Reversed,1700,3WayQuickSort,1.99459,59998
Reversed,1700,StringMergeSort,1.6983,24740
Reversed,1700,MSDRadixSort,2.47607,0
Reversed,1700,MSDRadix+Quick,1.25919,28388
Reversed,1800,StdQuickSort,0.4211,11489
Reversed,1800,StdMergeSort,1.1359,17055
Reversed,1800,3WayQuickSort,2.12269,64408
Reversed,1800,StringMergeSort,1.74162,26064
Reversed,1800,MSDRadixSort,2.61271,0
Reversed,1800,MSDRadix+Quick,1.37607,30037
Reversed,1900,StdQuickSort,0.450375,11694
Reversed,1900,StdMergeSort,1.24513,18326
Reversed,1900,3WayQuickSort,2.32252,69629
Reversed,1900,StringMergeSort,1.87427,27508
Reversed,1900,MSDRadixSort,2.87203,0
Reversed,1900,MSDRadix+Quick,1.42206,31604
Reversed,2000,StdQuickSort,0.45625,11599
Reversed,2000,StdMergeSort,1.29999,19365
Reversed,2000,3WayQuickSort,2.57744,76987
Reversed,2000,StringMergeSort,1.98835,28631
Reversed,2000,MSDRadixSort,2.98885,0
Reversed,2000,MSDRadix+Quick,1.48686,33448
Reversed,2100,StdQuickSort,0.480142,12650
Reversed,2100,StdMergeSort,1.31783,20591
Reversed,2100,3WayQuickSort,2.74574,82484
Reversed,2100,StringMergeSort,2.0517,30216
Reversed,2100,MSDRadixSort,3.07672,0
Reversed,2100,MSDRadix+Quick,1.56218,34855
Reversed,2200,StdQuickSort,0.505134,12857
Reversed,2200,StdMergeSort,1.4226,22169
Reversed,2200,3WayQuickSort,3.014,89681
Reversed,2200,StringMergeSort,2.23592,32448
Reversed,2200,MSDRadixSort,3.28509,0
Reversed,2200,MSDRadix+Quick,1.6302,36496
Reversed,2300,StdQuickSort,0.549592,13681
Reversed,2300,StdMergeSort,1.56202,23397
Reversed,2300,3WayQuickSort,3.26283,94999
Reversed,2300,StringMergeSort,2.36427,34190
Reversed,2300,MSDRadixSort,3.44091,0
Reversed,2300,MSDRadix+Quick,1.70408,38084
Reversed,2400,StdQuickSort,0.537783,13994
Reversed,2400,StdMergeSort,1.5956,24918
Reversed,2400,3WayQuickSort,3.44226,102270
Reversed,2400,StringMergeSort,2.43752,36316
Reversed,2400,MSDRadixSort,3.50907,0
Reversed,2400,MSDRadix+Quick,1.77537,39631
Reversed,2500,StdQuickSort,0.567734,14604
Reversed,2500,StdMergeSort,1.67378,26173
Reversed,2500,3WayQuickSort,3.67354,110461
Reversed,2500,StringMergeSort,2.61297,38043
Reversed,2500,MSDRadixSort,3.70258,0
Reversed,2500,MSDRadix+Quick,1.88704,41291
Reversed,2600,StdQuickSort,0.604158,15347
Reversed,2600,StdMergeSort,1.76088,27677
Reversed,2600,3WayQuickSort,3.94684,116629
Reversed,2600,StringMergeSort,2.7743,39920
Reversed,2600,MSDRadixSort,3.76215,0
Reversed,2600,MSDRadix+Quick,1.97633,42745
Reversed,2700,StdQuickSort,0.601467,15600
Reversed,2700,StdMergeSort,1.84785,29168
Reversed,2700,3WayQuickSort,4.21518,126951
Reversed,2700,StringMergeSort,2.79466,41564
Reversed,2700,MSDRadixSort,3.94688,0
Reversed,2700,MSDRadix+Quick,2.03362,44479
Reversed,2800,StdQuickSort,0.653842,15911
Reversed,2800,StdMergeSort,1.93963,30820
Reversed,2800,3WayQuickSort,4.47857,132860
Reversed,2800,StringMergeSort,2.94773,43281
Reversed,2800,MSDRadixSort,4.14835,0
Reversed,2800,MSDRadix+Quick,2.07119,45908
Reversed,2900,StdQuickSort,0.638242,16644
Reversed,2900,StdMergeSort,2.00082,32248
Reversed,2900,3WayQuickSort,4.7639,143191
Reversed,2900,StringMergeSort,3.06062,44791
Reversed,2900,MSDRadixSort,4.27351,0
Reversed,2900,MSDRadix+Quick,2.15267,47568
Reversed,3000,StdQuickSort,0.691267,17785
Reversed,3000,StdMergeSort,2.11432,33921
Reversed,3000,3WayQuickSort,5.12688,151481
Reversed,3000,StringMergeSort,3.18306,46512
Reversed,3000,MSDRadixSort,4.49904,0
Reversed,3000,MSDRadix+Quick,2.26241,49216
NearlySorted,100,StdQuickSort,0.0694332,2673
NearlySorted,100,StdMergeSort,0.0463086,742
NearlySorted,100,3WayQuickSort,0.0371834,1587
NearlySorted,100,StringMergeSort,0.0757084,1203
NearlySorted,100,MSDRadixSort,0.128742,0
NearlySorted,100,MSDRadix+Quick,0.0423498,1004
NearlySorted,200,StdQuickSort,0.165575,6674
NearlySorted,200,StdMergeSort,0.093475,1548
NearlySorted,200,3WayQuickSort,0.0876666,3542
NearlySorted,200,StringMergeSort,0.167242,2772
NearlySorted,200,MSDRadixSort,0.289692,0
NearlySorted,200,MSDRadix+Quick,0.0822918,2095
NearlySorted,300,StdQuickSort,0.310183,13198
NearlySorted,300,StdMergeSort,0.1843,2796
NearlySorted,300,3WayQuickSort,0.139675,5602
NearlySorted,300,StringMergeSort,0.279675,4649
NearlySorted,300,MSDRadixSort,0.418117,0
NearlySorted,300,MSDRadix+Quick,0.125575,3063
NearlySorted,400,StdQuickSort,0.422792,17441
NearlySorted,400,StdMergeSort,0.240217,3931
NearlySorted,400,3WayQuickSort,0.1915,7492
NearlySorted,400,StringMergeSort,0.403825,6614
NearlySorted,400,MSDRadixSort,0.566483,0
NearlySorted,400,MSDRadix+Quick,0.157541,3903
NearlySorted,500,StdQuickSort,0.532475,21483
NearlySorted,500,StdMergeSort,0.325884,5032
NearlySorted,500,3WayQuickSort,0.256384,9942
NearlySorted,500,StringMergeSort,0.536083,8763
NearlySorted,500,MSDRadixSort,1.76678,0
NearlySorted,500,MSDRadix+Quick,0.449566,4837
NearlySorted,600,StdQuickSort,0.846375,27881
NearlySorted,600,StdMergeSort,0.513117,6255
NearlySorted,600,3WayQuickSort,0.319283,12712
NearlySorted,600,StringMergeSort,2.84077,10802
NearlySorted,600,MSDRadixSort,0.901425,0
NearlySorted,600,MSDRadix+Quick,0.268733,5824
NearlySorted,700,StdQuickSort,1.15503,30651
NearlySorted,700,StdMergeSort,0.443642,7196
NearlySorted,700,3WayQuickSort,0.3504,14750
NearlySorted,700,StringMergeSort,0.77905,12640
NearlySorted,700,MSDRadixSort,0.944475,0
NearlySorted,700,MSDRadix+Quick,0.282058,6821
NearlySorted,800,StdQuickSort,0.914108,35421
NearlySorted,800,StdMergeSort,0.517734,8243
NearlySorted,800,3WayQuickSort,0.439633,17515
NearlySorted,800,StringMergeSort,0.89545,14751
NearlySorted,800,MSDRadixSort,1.09751,0
NearlySorted,800,MSDRadix+Quick,0.329283,7972
NearlySorted,900,StdQuickSort,0.999867,39853
NearlySorted,900,StdMergeSort,0.576058,9370
NearlySorted,900,3WayQuickSort,0.497075,20536
NearlySorted,900,StringMergeSort,1.02144,16951
NearlySorted,900,MSDRadixSort,1.27873,0
NearlySorted,900,MSDRadix+Quick,0.376825,8951
NearlySorted,1000,StdQuickSort,1.07665,41389
NearlySorted,1000,StdMergeSort,0.670275,10591
NearlySorted,1000,3WayQuickSort,0.54165,22659
NearlySorted,1000,StringMergeSort,1.17817,19554
NearlySorted,1000,MSDRadixSort,1.39447,0
NearlySorted,1000,MSDRadix+Quick,0.39805,9745
NearlySorted,1100,StdQuickSort,1.2059,46950
NearlySorted,1100,StdMergeSort,0.78945,12402
NearlySorted,1100,3WayQuickSort,0.624375,25796
NearlySorted,1100,StringMergeSort,1.29651,21703
NearlySorted,1100,MSDRadixSort,1.57706,0
NearlySorted,1100,MSDRadix+Quick,0.453017,10831
NearlySorted,1200,StdQuickSort,1.35377,52801
NearlySorted,1200,StdMergeSort,0.909667,14008
NearlySorted,1200,3WayQuickSort,0.738767,29437
NearlySorted,1200,StringMergeSort,1.4218,23767
NearlySorted,1200,MSDRadixSort,1.77557,0
NearlySorted,1200,MSDRadix+Quick,0.508417,11983
NearlySorted,1300,StdQuickSort,1.53634,59415
NearlySorted,1300,StdMergeSort,0.985758,15077
NearlySorted,1300,3WayQuickSort,0.81525,33910
NearlySorted,1300,StringMergeSort,1.54603,25658
NearlySorted,1300,MSDRadixSort,1.87552,0
NearlySorted,1300,MSDRadix+Quick,0.552692,12946
NearlySorted,1400,StdQuickSort,1.59926,61962
NearlySorted,1400,StdMergeSort,1.06224,16665
NearlySorted,1400,3WayQuickSort,0.88565,36812
NearlySorted,1400,StringMergeSort,1.66021,28356
NearlySorted,1400,MSDRadixSort,2.04078,0
NearlySorted,1400,MSDRadix+Quick,0.584117,14064
NearlySorted,1500,StdQuickSort,1.77895,70134
NearlySorted,1500,StdMergeSort,1.15115,18095
NearlySorted,1500,3WayQuickSort,0.920266,38724
NearlySorted,1500,StringMergeSort,1.80578,30760
NearlySorted,1500,MSDRadixSort,2.13495,0
NearlySorted,1500,MSDRadix+Quick,0.6446,14932
NearlySorted,1600,StdQuickSort,1.8704,71743
NearlySorted,1600,StdMergeSort,1.21513,19468
NearlySorted,1600,3WayQuickSort,1.02213,41663
NearlySorted,1600,StringMergeSort,1.96148,33247
NearlySorted,1600,MSDRadixSort,2.32355,0
NearlySorted,1600,MSDRadix+Quick,0.66535,15764
NearlySorted,1700,StdQuickSort,2.00509,78718
NearlySorted,1700,StdMergeSort,1.32959,20757
NearlySorted,1700,3WayQuickSort,1.17462,46310
NearlySorted,1700,StringMergeSort,2.07057,35598
NearlySorted,1700,MSDRadixSort,2.49182,0
NearlySorted,1700,MSDRadix+Quick,0.700492,16758
NearlySorted,1800,StdQuickSort,2.05701,78831
NearlySorted,1800,StdMergeSort,1.37983,22096
NearlySorted,1800,3WayQuickSort,1.05623,43636
NearlySorted,1800,StringMergeSort,2.24562,38176
NearlySorted,1800,MSDRadixSort,2.56777,0
NearlySorted,1800,MSDRadix+Quick,0.744142,17701
NearlySorted,1900,StdQuickSort,2.17156,83262
NearlySorted,1900,StdMergeSort,1.45043,23358
NearlySorted,1900,3WayQuickSort,1.16214,46793
NearlySorted,1900,StringMergeSort,2.36533,40497
NearlySorted,1900,MSDRadixSort,2.75538,0
NearlySorted,1900,MSDRadix+Quick,0.811675,18544
NearlySorted,2000,StdQuickSort,2.45688,96659
NearlySorted,2000,StdMergeSort,1.55646,25066
NearlySorted,2000,3WayQuickSort,1.18447,48687
NearlySorted,2000,StringMergeSort,2.52985,43755
NearlySorted,2000,MSDRadixSort,2.89235,0
NearlySorted,2000,MSDRadix+Quick,0.849817,19404
NearlySorted,2100,StdQuickSort,2.47653,96168
NearlySorted,2100,StdMergeSort,1.61492,26309
NearlySorted,2100,3WayQuickSort,1.21942,52745
NearlySorted,2100,StringMergeSort,2.66183,45809
NearlySorted,2100,MSDRadixSort,2.99243,0
NearlySorted,2100,MSDRadix+Quick,0.927567,20180
NearlySorted,2200,StdQuickSort,2.53977,103639
NearlySorted,2200,StdMergeSort,1.72407,27763
NearlySorted,2200,3WayQuickSort,1.81416,83201
NearlySorted,2200,StringMergeSort,2.751,48389
NearlySorted,2200,MSDRadixSort,3.09948,0
NearlySorted,2200,MSDRadix+Quick,0.903216,21351
NearlySorted,2300,StdQuickSort,2.80871,109360
NearlySorted,2300,StdMergeSort,1.76383,28942
NearlySorted,2300,3WayQuickSort,1.82259,86703
NearlySorted,2300,StringMergeSort,2.94703,50424
NearlySorted,2300,MSDRadixSort,3.2981,0
NearlySorted,2300,MSDRadix+Quick,0.948842,22564
NearlySorted,2400,StdQuickSort,2.9251,114451
NearlySorted,2400,StdMergeSort,1.87421,30443
NearlySorted,2400,3WayQuickSort,1.94202,91151
NearlySorted,2400,StringMergeSort,3.02211,52835
NearlySorted,2400,MSDRadixSort,3.53582,0
NearlySorted,2400,MSDRadix+Quick,1.00059,23537
NearlySorted,2500,StdQuickSort,3.00678,120005
NearlySorted,2500,StdMergeSort,1.94618,31954
NearlySorted,2500,3WayQuickSort,2.84881,147034
NearlySorted,2500,StringMergeSort,3.23052,55570
NearlySorted,2500,MSDRadixSort,3.73609,0
NearlySorted,2500,MSDRadix+Quick,1.08965,24521
NearlySorted,2600,StdQuickSort,3.14099,124602
NearlySorted,2600,StdMergeSort,2.03876,33054
NearlySorted,2600,3WayQuickSort,3.50936,184833
NearlySorted,2600,StringMergeSort,3.39289,57390
NearlySorted,2600,MSDRadixSort,3.93671,0
NearlySorted,2600,MSDRadix+Quick,1.11863,25613
NearlySorted,2700,StdQuickSort,3.26097,131471
NearlySorted,2700,StdMergeSort,2.05864,34498
NearlySorted,2700,3WayQuickSort,3.30744,174205
NearlySorted,2700,StringMergeSort,3.39955,60165
NearlySorted,2700,MSDRadixSort,3.81285,0
NearlySorted,2700,MSDRadix+Quick,1.10854,26658
NearlySorted,2800,StdQuickSort,3.3932,138868
NearlySorted,2800,StdMergeSort,2.16474,35618
NearlySorted,2800,3WayQuickSort,3.15044,158560
NearlySorted,2800,StringMergeSort,3.62164,62315
NearlySorted,2800,MSDRadixSort,4.0863,0
NearlySorted,2800,MSDRadix+Quick,1.17551,27626
NearlySorted,2900,StdQuickSort,3.65032,147914
NearlySorted,2900,StdMergeSort,2.217,37119
NearlySorted,2900,3WayQuickSort,4.11033,214870
NearlySorted,2900,StringMergeSort,3.70207,65084
NearlySorted,2900,MSDRadixSort,4.20904,0
NearlySorted,2900,MSDRadix+Quick,1.2571,28762
NearlySorted,3000,StdQuickSort,2.61432,106894
NearlySorted,3000,StdMergeSort,2.28547,38437
NearlySorted,3000,3WayQuickSort,3.27147,162956
NearlySorted,3000,StringMergeSort,3.89982,67276
NearlySorted,3000,MSDRadixSort,4.32972,0
NearlySorted,3000,MSDRadix+Quick,1.24305,29771
